time rula_score rula_base_score rula_confidence neck_score neck_base_score neck_confidence neck_angle trunk_score trunk_base_score trunk_confidence trunk_angle legs_score legs_base_score legs_confidence legs_angle upper_arm_left_score upper_arm_left_base_score upper_arm_left_confidence upper_arm_left_angle upper_arm_right_score upper_arm_right_base_score upper_arm_right_confidence upper_arm_right_angle lower_arm_left_score lower_arm_left_base_score lower_arm_left_confidence lower_arm_left_angle lower_arm_right_score lower_arm_right_base_score lower_arm_right_confidence lower_arm_right_angle wrist_left_score wrist_left_base_score wrist_left_confidence wrist_left_angle wrist_right_score wrist_right_base_score wrist_right_confidence wrist_right_angle
1643632857.83850718 4.00000000 4.00000000 0.89583333 1.81250000 2.00000000 0.93750000 18.00000000 3.00000000 3.00000000 1.00000000 11.00000000 0.43750000 1.00000000 0.43750000 52.00000000 1.00000000 1.00000000 1.00000000 8.00000000 2.00000000 2.00000000 1.00000000 23.00000000 2.00000000 2.00000000 1.00000000 37.00000000 2.00000000 2.00000000 1.00000000 15.00000000 2.00000000 2.00000000 1.00000000 56.00000000 2.00000000 2.00000000 1.00000000 65.00000000
1643632857.90521240 4.00000000 4.00000000 0.90625000 2.00000000 2.00000000 1.00000000 17.00000000 3.00000000 3.00000000 1.00000000 11.00000000 0.43750000 1.00000000 0.43750000 54.00000000 1.00000000 1.00000000 1.00000000 7.00000000 2.00000000 2.00000000 1.00000000 22.00000000 2.00000000 2.00000000 1.00000000 34.00000000 2.00000000 2.00000000 1.00000000 11.00000000 2.00000000 2.00000000 1.00000000 59.00000000 2.00000000 2.00000000 1.00000000 64.00000000
1643632857.97186995 4.00000000 4.00000000 0.90625000 2.00000000 2.00000000 1.00000000 15.00000000 3.00000000 3.00000000 1.00000000 10.00000000 0.43750000 1.00000000 0.43750000 58.00000000 1.00000000 1.00000000 1.00000000 6.00000000 2.00000000 2.00000000 1.00000000 26.00000000 2.00000000 2.00000000 1.00000000 43.00000000 2.00000000 2.00000000 1.00000000 16.00000000 2.00000000 2.00000000 1.00000000 59.00000000 2.00000000 2.00000000 1.00000000 38.00000000
1643632858.03852439 4.00000000 4.00000000 0.89583333 1.81250000 2.00000000 0.93750000 14.00000000 3.00000000 3.00000000 1.00000000 10.00000000 0.43750000 1.00000000 0.43750000 61.00000000 1.00000000 1.00000000 1.00000000 4.00000000 2.00000000 2.00000000 1.00000000 28.00000000 2.00000000 2.00000000 1.00000000 51.00000000 2.00000000 2.00000000 1.00000000 20.00000000 2.00000000 2.00000000 1.00000000 54.00000000 1.00000000 1.00000000 1.00000000 22.00000000
1643632858.10521150 4.00000000 4.00000000 0.90625000 2.00000000 2.00000000 1.00000000 14.00000000 3.00000000 3.00000000 1.00000000 9.00000000 0.43750000 1.00000000 0.43750000 65.00000000 1.00000000 1.00000000 1.00000000 3.00000000 2.00000000 2.00000000 1.00000000 29.00000000 1.00000000 1.00000000 1.00000000 60.00000000 2.00000000 2.00000000 1.00000000 23.00000000 2.00000000 2.00000000 1.00000000 48.00000000 1.00000000 1.00000000 1.00000000 12.00000000
1643632858.17190075 4.00000000 4.00000000 0.90625000 2.00000000 2.00000000 1.00000000 13.00000000 3.00000000 3.00000000 1.00000000 9.00000000 0.43750000 1.00000000 0.43750000 67.00000000 1.00000000 1.00000000 1.00000000 3.00000000 2.00000000 2.00000000 1.00000000 31.00000000 1.00000000 1.00000000 1.00000000 69.00000000 2.00000000 2.00000000 1.00000000 22.00000000 2.00000000 2.00000000 1.00000000 39.00000000 1.00000000 1.00000000 1.00000000 19.00000000
1643632858.23857951 4.00000000 4.00000000 0.90625000 2.00000000 2.00000000 1.00000000 12.00000000 3.00000000 3.00000000 1.00000000 9.00000000 0.43750000 1.00000000 0.43750000 69.00000000 1.00000000 1.00000000 1.00000000 3.00000000 2.00000000 2.00000000 1.00000000 32.00000000 1.00000000 1.00000000 1.00000000 75.00000000 2.00000000 2.00000000 1.00000000 21.00000000 2.00000000 2.00000000 1.00000000 32.00000000 1.00000000 1.00000000 1.00000000 23.00000000
1643632858.30528784 4.00000000 4.00000000 0.90625000 2.00000000 2.00000000 1.00000000 12.00000000 3.00000000 3.00000000 1.00000000 10.00000000 0.43750000 1.00000000 0.43750000 71.00000000 1.00000000 1.00000000 1.00000000 5.00000000 2.00000000 2.00000000 1.00000000 34.00000000 1.00000000 1.00000000 1.00000000 79.00000000 2.00000000 2.00000000 1.00000000 23.00000000 2.00000000 2.00000000 1.00000000 30.00000000 1.00000000 1.00000000 1.00000000 13.00000000
1643632858.37200713 4.00000000 4.00000000 0.89583333 1.81250000 2.00000000 0.93750000 11.00000000 3.00000000 3.00000000 1.00000000 12.00000000 0.43750000 1.00000000 0.43750000 73.00000000 1.00000000 1.00000000 1.00000000 8.00000000 2.00000000 2.00000000 1.00000000 37.00000000 1.00000000 1.00000000 1.00000000 83.00000000 2.00000000 2.00000000 1.00000000 23.00000000 2.00000000 2.00000000 1.00000000 28.00000000 1.00000000 1.00000000 1.00000000 3.00000000
1643632858.43867993 3.00000000 3.00000000 0.90625000 1.00000000 1.00000000 1.00000000 9.00000000 3.00000000 3.00000000 1.00000000 14.00000000 0.43750000 1.00000000 0.43750000 74.00000000 1.00000000 1.00000000 1.00000000 11.00000000 2.00000000 2.00000000 1.00000000 39.00000000 1.00000000 1.00000000 1.00000000 85.00000000 2.00000000 2.00000000 1.00000000 24.00000000 2.00000000 2.00000000 1.00000000 28.00000000 1.00000000 1.00000000 1.00000000 13.00000000
1643632858.50535393 4.00000000 4.00000000 0.90625000 2.00000000 2.00000000 1.00000000 10.00000000 3.00000000 3.00000000 1.00000000 18.00000000 0.43750000 1.00000000 0.43750000 74.00000000 1.00000000 1.00000000 1.00000000 15.00000000 2.00000000 2.00000000 1.00000000 41.00000000 1.00000000 1.00000000 1.00000000 87.00000000 2.00000000 2.00000000 1.00000000 27.00000000 2.00000000 2.00000000 1.00000000 29.00000000 1.00000000 1.00000000 1.00000000 18.00000000
