row,upper_arm_left,upper_arm_left_cp,upper_arm_right,upper_arm_right_cp,lower_arm_left,lower_arm_left_cp,lower_arm_right,lower_arm_right_cp,neck,neck_cp,trunk,trunk_cp,legs,legs_cp,wrist_left,wrist_left_cp,wrist_right,wrist_right_cp
0,16.0,0.000125799982704346,54.0,8.601727585137733e-05,98.0,5.1832796721861656e-05,103.0,5.483768540324904e-05,28.0,0.00027595969111439774,9.0,7.630590691764542e-05,46.0,7.35098027353586e-05,23.0,7.204198252804744e-05,18.0,6.463381930013823e-05
1,14.0,3.844495197484877e-05,55.0,1.8741861692593885e-05,97.0,8.263063556376057e-06,103.0,8.752720981620557e-06,28.0,0.0001346113691414808,10.0,1.3256061415386497e-05,47.0,1.3745006678434823e-05,23.0,1.529080415857916e-05,19.0,1.234133273088499e-05
2,12.0,1.7117138478108103e-05,55.0,6.470001859488788e-06,97.0,2.0635386567131855e-06,103.0,2.174115855045107e-06,27.0,5.7198691100080155e-05,11.0,3.853253074367111e-06,46.0,4.019598085544706e-06,24.0,5.126835465827844e-06,20.0,4.1770949828350085e-06
3,10.0,9.377355892727765e-06,56.0,2.879937649453752e-06,96.0,6.739712459393553e-07,102.0,7.104182562770218e-07,27.0,5.526726409278806e-05,11.0,1.4714197416080646e-06,45.0,1.5646705513567839e-06,27.0,2.268624130002782e-06,17.0,1.8735231838685275e-06
4,8.0,6.4573948298549756e-06,55.0,1.5513205072614679e-06,95.0,2.6720311212222603e-07,101.0,2.8356499749696826e-07,27.0,6.411243374089094e-05,11.0,6.834743556786409e-07,43.0,7.714221459043593e-07,29.0,1.2306706044757812e-06,17.0,9.83977591977219e-07
5,6.0,5.380846297660768e-06,55.0,9.71560067744389e-07,95.0,1.235590582514674e-07,100.0,1.3461487946944935e-07,28.0,8.574515054321461e-05,11.0,3.70852674008373e-07,41.0,4.592151886034698e-07,28.0,7.872033427161743e-07,17.0,5.809807044081938e-07
6,5.0,5.303917644276427e-06,56.0,6.965512286235858e-07,95.0,6.503564648071268e-08,100.0,7.324613631404481e-08,28.0,0.00012892635983889936,11.0,2.5760032409101643e-07,40.0,3.3862005327547055e-07,27.0,5.801706015948843e-07,17.0,3.762999192956569e-07
7,4.0,6.089267064102156e-06,56.0,5.638885446193573e-07,95.0,3.834236738961195e-08,100.0,4.4924868120848247e-08,30.0,0.00011537456237655015,10.0,1.7922855454751227e-07,40.0,3.271371027654668e-07,24.0,4.855700430683477e-07,19.0,2.526911825391742e-07
8,3.0,7.304198619389007e-06,57.0,5.246728828641514e-07,94.0,2.5352653043763566e-08,100.0,3.0688837242769697e-08,30.0,0.00011265957354415937,11.0,1.2539962808631107e-07,38.0,3.960316776762258e-07,30.0,4.4823510424591407e-07,21.0,1.7509526183114516e-07
9,3.0,9.951392713135042e-06,56.0,5.661507494052802e-07,92.0,1.8430133714249547e-08,99.0,2.353636550069793e-08,30.0,6.726998830545829e-05,12.0,9.62912970579153e-08,37.0,5.926748475449664e-07,35.0,4.6223287321548843e-07,25.0,1.2506455968527952e-07
10,5.0,1.3771526761974354e-05,56.0,7.060239053213487e-07,92.0,1.4854372677970627e-08,99.0,2.0601175570745044e-08,30.0,4.4161127349041434e-05,12.0,8.076359005639158e-08,36.0,1.0147951253300464e-06,39.0,5.310470387071638e-07,29.0,8.627311984111034e-08
11,6.0,1.90531100836617e-05,55.0,1.1039161514803498e-06,90.0,1.3042168638182913e-08,100.0,2.119182761048358e-08,28.0,5.2219646187807286e-05,13.0,7.381838633844663e-08,37.0,1.9545055886207397e-06,42.0,6.797150139304513e-07,32.0,5.992295491673802e-08
12,10.0,2.9156456818281387e-05,54.0,1.8424042416072616e-06,90.0,1.2250187809412517e-08,101.0,2.2145874827788555e-08,28.0,3.8810425611816274e-05,12.0,7.353228444087822e-08,38.0,3.903014853696333e-06,48.0,9.482901590715992e-07,33.0,4.730145236585646e-08
13,13.0,4.373872714077601e-05,54.0,3.0494101549503034e-06,89.0,1.192734592092351e-08,102.0,2.3936472452074416e-08,27.0,3.067948063646435e-05,12.0,8.005109041814286e-08,40.0,7.944549008893054e-06,42.0,1.4425578246981547e-06,34.0,4.407818267804807e-08
14,16.0,7.193800512908573e-05,53.0,5.297001046511244e-06,87.0,1.2355553053621268e-08,104.0,2.726566458094559e-08,26.0,2.5617593877435126e-05,11.0,9.57870685308274e-08,41.0,1.6258858995251248e-05,38.0,2.3984898139412435e-06,31.0,4.518171276853111e-08
15,18.0,0.00011445339838145744,50.0,1.0146473333951435e-05,85.0,1.3589813194504842e-08,102.0,3.26056657185641e-08,25.0,3.587107909463452e-05,11.0,1.2703773183659338e-07,43.0,3.306251165457903e-05,36.0,4.524684563265604e-06,31.0,4.9851843976737635e-08
16,21.0,0.00019952499804925237,46.0,1.903350625094706e-05,85.0,1.561095770398363e-08,103.0,4.1830396551668514e-08,25.0,3.250087901449504e-05,9.0,1.7530465512686768e-07,43.0,5.949659647734528e-05,32.0,9.189289323050834e-06,28.0,5.9219216298418514e-08
17,22.0,0.0003369010602417315,42.0,2.945972288133662e-05,86.0,1.9242378628573557e-08,102.0,5.603955075114174e-08,25.0,1.8543856948035995e-05,8.0,2.961206392410042e-07,43.0,8.138194291155225e-05,26.0,2.0172861849090246e-05,25.0,7.762195072245986e-08
18,23.0,0.0005645632796582739,38.0,2.988208787916174e-05,86.0,2.543593319173664e-08,101.0,7.605641235257463e-08,25.0,6.992826652014468e-06,8.0,5.675557390860104e-07,42.0,8.107491595232817e-05,20.0,5.362029154856169e-05,21.0,1.1550570087475888e-07
19,24.0,0.0012028686868049818,36.0,4.655793384514997e-05,87.0,3.660445370826873e-08,100.0,1.1633695807216506e-07,25.0,3.0686407791188294e-06,7.0,1.1849512705437663e-06,41.0,6.718079889093952e-05,19.0,0.0001578091215467336,15.0,1.7808532086170763e-07
20,24.0,0.003485309901276062,34.0,0.00011260690371389007,88.0,5.652129954526358e-08,99.0,2.0100617393900634e-07,24.0,1.5104876998495456e-06,7.0,2.8369542357478117e-06,40.0,5.413398429410127e-05,19.0,0.0005519793165123008,12.0,2.739423615002498e-07
21,24.0,0.015199293559620582,32.0,0.00026621860320722005,90.0,9.793556959677677e-08,99.0,3.740722630169048e-07,24.0,8.146294469340823e-07,8.0,7.363057066303464e-06,39.0,3.7131338448474515e-05,17.0,0.013904657441516585,11.0,4.742900180828225e-07
22,26.0,0.05343257181542726,28.0,0.00029246103206982075,92.0,1.924947295158514e-07,103.0,7.302948850757737e-07,23.0,4.7376725417616213e-07,7.0,2.2000310804428522e-05,37.0,2.2180379072898408e-05,14.0,0.276250308054062,15.0,9.044440036647931e-07
23,28.0,0.1538118179535998,26.0,0.0002038342194278826,95.0,4.1842942355118636e-07,107.0,1.4424913260287392e-06,23.0,2.24032770957769e-07,8.0,6.976447396847603e-05,35.0,1.03054676680046e-05,12.0,0.6280415380896036,15.0,1.9904668523784804e-06
24,29.0,0.26293922801039266,25.0,0.00014050694793415626,98.0,1.0063139428799897e-06,109.0,2.9662012685641e-06,23.0,1.2030032783500032e-07,9.0,0.0002406127692761001,34.0,4.540022210442528e-06,16.0,0.07560288698308118,15.0,5.212516537489657e-06
25,28.0,0.26940461804769483,25.0,0.00013911534047981566,101.0,2.670057634343099e-06,109.0,6.6099092595539365e-06,22.0,7.155336227116907e-08,10.0,0.000845358812795619,33.0,2.245556703494996e-06,18.0,0.0012653187762895059,20.0,1.4362669721421672e-05
26,29.0,0.13213688537768217,24.0,0.00022152634606751866,103.0,7.718422965272916e-06,108.0,1.5401538633679377e-05,21.0,4.633975006779507e-08,10.0,0.0025189423633553655,32.0,1.4319284225342239e-06,16.0,3.149627236983109e-05,23.0,3.884098893884512e-05
27,28.0,0.045767710963950645,24.0,0.0006293215967904408,106.0,2.3600086662140454e-05,108.0,3.9426634607143736e-05,21.0,3.2278953752253794e-08,9.0,0.00827220491926164,32.0,1.1626633983065432e-06,17.0,1.5761674263264385e-06,28.0,0.00013330378654866993
28,26.0,0.019633076866503223,25.0,0.002613198370172983,112.0,7.227530677977855e-05,108.0,0.0001068568256977311,20.0,2.2670064614341172e-08,10.0,0.020263092454327978,32.0,1.9121780581326372e-06,17.0,1.699215544253638e-07,32.0,0.0021794181628480517
29,35.0,0.012282583571505966,26.0,0.01574080227467581,107.0,0.00022587970846251306,108.0,0.0002907563794158615,21.0,1.8119400163032796e-08,11.0,0.04520886975520618,30.0,1.0355022563872478e-05,21.0,2.7215328500823547e-08,32.0,0.0715334111164392
30,39.0,0.012828375521743074,30.0,0.12031908664061887,126.0,0.0007186280165050072,109.0,0.0008454502217258318,20.0,1.618307669567772e-08,14.0,0.12365716383637382,28.0,0.00011044972533426953,34.0,2.732405179271471e-09,27.0,0.6909843440501086
31,47.0,0.011280917189952009,52.0,0.6495227222718482,105.0,0.0025599845273709893,97.0,0.002901442855449432,18.0,1.5948141191840165e-08,43.0,0.7863913924784053,34.0,0.0011090465088546685,28.0,2.9783113896032703e-10,31.0,0.22639928275202106
32,52.0,0.0009615408523250555,56.0,0.20178638381480155,92.0,0.009796476379831477,95.0,0.01063205187183584,22.0,1.7191017909478523e-08,57.0,0.00837070719913428,43.0,0.007408563554947584,20.0,4.4330480845702805e-11,38.0,0.004563071642889659
33,49.0,8.801177204317152e-06,51.0,0.0037241373198726017,84.0,0.06071728798529048,95.0,0.056871001597528545,22.0,1.5875071225239796e-08,59.0,4.073734354749224e-07,49.0,0.021438469966489185,16.0,6.963514765500993e-12,41.0,5.7209563724857166e-05
34,44.0,7.230639112627591e-08,45.0,2.1852873187976538e-05,77.0,0.42011099681021413,94.0,0.24418472048334397,23.0,1.500018639026728e-08,57.0,7.92680817555661e-09,53.0,0.026083317657322597,15.0,9.879625950822182e-13,47.0,1.5173716329387745e-06
35,40.0,1.0186131722903797e-09,41.0,1.4832610482600314e-07,72.0,0.41302107137188027,93.0,0.2979222422234742,23.0,1.3370627539186975e-08,55.0,6.392687325145033e-06,56.0,0.01599161842108316,14.0,2.744702901847589e-13,51.0,8.55736674710841e-08
36,38.0,1.4716392085027813e-10,39.0,1.3776071832956365e-08,68.0,0.06769351356854865,92.0,0.13448420884610315,24.0,1.2164790442627564e-08,54.0,2.6207077723535786e-06,59.0,0.007452935519656449,14.0,4.765863153681768e-13,54.0,1.2569308900842001e-08
37,36.0,2.0320220865513744e-11,37.0,1.4676175064423167e-09,66.0,0.017489462530011074,92.0,0.1013755824317689,24.0,1.1319061370825194e-08,53.0,2.9203218042830006e-06,60.0,0.0036716643490298843,14.0,6.217720066025391e-13,56.0,1.0807670201176308e-09
38,31.0,2.5350906462435077e-12,35.0,1.5326633511135075e-10,65.0,0.0034154058963525723,92.0,0.09278549842226902,24.0,1.0688779379607826e-08,50.0,4.370069746582283e-06,62.0,0.00191662377406564,13.0,5.549022810727064e-13,53.0,8.172930900218097e-11
39,30.0,2.6060341380069736e-13,34.0,1.805719920045912e-11,65.0,7.919681799498366e-05,92.0,0.0507444052140597,24.0,1.0358796956711076e-08,49.0,9.238673513883887e-06,63.0,0.0010643033735559932,13.0,2.3947652112094234e-13,51.0,7.634926342849058e-12
40,32.0,2.8116455753792534e-14,35.0,2.612934404089527e-12,67.0,5.096815369494601e-07,92.0,0.0026891732980637776,24.0,1.0237881279547866e-08,53.0,3.821582023737848e-06,64.0,0.0006672414442465768,9.0,3.188925121237461e-14,51.0,1.1314326439222152e-12
41,31.0,4.112591281098967e-15,33.0,4.805398269529591e-13,67.0,4.789149201207473e-09,92.0,3.169624650243912e-05,24.0,9.998733822266812e-09,50.0,4.714955208555351e-07,63.0,0.00048472891407076697,7.0,4.567199575051574e-15,48.0,1.9832575595031368e-13
42,28.0,8.437345857302104e-16,29.0,1.0823961282213562e-13,67.0,7.273113539758726e-11,94.0,2.560261696739972e-07,25.0,1.0409413159862292e-08,42.0,6.313967870002551e-08,62.0,0.0003581577964233795,3.0,8.234110470332291e-16,44.0,3.371067931961093e-14
43,27.0,2.2684582915345846e-16,26.0,3.0589794594928424e-14,70.0,1.8293852142374733e-12,94.0,1.349404220242913e-09,25.0,1.0374364598140888e-08,37.0,1.6538697048023075e-08,62.0,0.0002512438026485197,6.0,1.372807138686395e-16,29.0,6.69103096416138e-15
44,26.0,7.133103107648901e-17,15.0,1.076768093683702e-14,75.0,6.703051591723282e-14,94.0,1.351265159438667e-11,24.0,1.08192478911701e-08,22.0,4.778105180303869e-09,62.0,0.00017917596445632443,5.0,2.346341132168481e-17,21.0,2.0034857950459662e-15
45,28.0,2.491526695431311e-17,12.0,4.841732259434678e-15,78.0,4.4227134085004415e-15,95.0,3.1278845904580685e-13,21.0,1.340330111202786e-08,16.0,8.085867532977996e-10,62.0,0.00012987379743696718,7.0,3.667183994200831e-18,12.0,5.570626837657106e-16
46,29.0,1.1023040936028854e-17,14.0,2.79329888182559e-15,80.0,9.985053823165198e-16,97.0,1.2860236787894082e-14,20.0,1.3475834473485445e-08,15.0,9.293016710053367e-11,61.0,8.987347659589701e-05,9.0,9.094916639317402e-19,6.0,2.173216885292726e-16
47,31.0,7.740527903564013e-18,15.0,1.9936709270224703e-15,83.0,9.811143610329888e-16,95.0,9.121722962766601e-16,20.0,1.3791888349067308e-08,15.0,8.572082806873555e-12,58.0,6.724606957357353e-05,19.0,1.620648008167034e-19,6.0,7.721404763708748e-17
48,31.0,9.871088754178025e-18,16.0,1.8560755262331343e-15,84.0,1.7334326041836001e-15,94.0,1.6640555515664728e-16,20.0,1.530013634338388e-08,15.0,7.419573879092018e-13,55.0,5.877133739260865e-05,22.0,3.693718657038159e-20,5.0,1.9325597270820634e-17
49,30.0,1.8998100575222628e-17,18.0,2.1639596438715607e-15,83.0,3.225600563932376e-15,92.0,1.273442357610421e-16,20.0,1.7309043787484304e-08,16.0,7.629218563671339e-14,51.0,5.217009529516614e-05,22.0,9.958017401214137e-21,3.0,4.107781995227961e-18
50,29.0,4.1467976664424847e-17,19.0,2.9237854434980595e-15,81.0,3.8641872184970085e-15,90.0,2.2485964833917394e-16,20.0,1.9966552323258228e-08,15.0,1.0204714609292815e-14,48.0,4.372009958664813e-05,20.0,3.671328924139019e-21,2.0,7.363872090473473e-19
51,29.0,6.29653108366209e-17,20.0,4.107720891637752e-15,81.0,2.6782505416860375e-15,89.0,4.978087620181992e-16,19.0,2.1747009317517238e-08,15.0,1.4147293583315307e-15,46.0,3.719737580235758e-05,21.0,2.202277301602697e-21,1.0,1.2551481171948614e-19
52,27.0,1.369946799112404e-16,21.0,5.2939973040218875e-15,83.0,2.1007688503748697e-15,90.0,1.0451789077937012e-15,19.0,2.761646830952176e-08,12.0,3.2233158819694235e-16,45.0,2.502697083679293e-05,24.0,1.1308976352058557e-21,4.0,2.3238543126724197e-20
53,27.0,4.2881733855472874e-16,23.0,5.1508457307265035e-15,84.0,1.884530670326627e-15,90.0,1.4897391036691015e-15,19.0,3.363920584164986e-08,11.0,1.0003137632021358e-16,45.0,1.4837472166376309e-05,29.0,7.149981574803691e-22,8.0,6.967970626253945e-21
54,29.0,2.055716440129648e-15,24.0,3.4374837569150448e-15,85.0,2.032022010356134e-15,90.0,1.298642670229095e-15,18.0,3.8073211986987093e-08,9.0,4.3764149044537076e-17,45.0,8.64303486410239e-06,33.0,6.004836293290165e-22,9.0,3.808112161384877e-21
55,30.0,8.709455303410339e-15,24.0,1.9158972981888325e-15,85.0,2.314233879210191e-15,90.0,9.052795935829929e-16,18.0,4.7971090178377154e-08,7.0,5.588361055454347e-18,45.0,5.1497722929304565e-06,37.0,8.70346163862217e-22,4.0,8.255724002558147e-22
56,31.0,1.738401597379561e-14,26.0,9.547874610213107e-16,85.0,2.3429871806810157e-15,91.0,6.229998918511083e-16,19.0,5.6023427703957044e-08,6.0,6.712879830391944e-19,45.0,3.0411088370472998e-06,36.0,1.005046934492704e-21,3.0,2.137356572219554e-22
57,32.0,1.8331014491295746e-14,28.0,4.839417625274142e-16,87.0,2.0773394687237028e-15,91.0,4.39971942122479e-16,20.0,7.301177786854105e-08,6.0,8.373745014359656e-20,44.0,1.795450013572119e-06,39.0,1.0967823427693843e-21,3.0,7.209278591239766e-23
58,33.0,9.962516921923035e-15,30.0,2.835794176185624e-16,97.0,1.6931067659368794e-15,93.0,3.2463774807048714e-16,19.0,9.700683554109395e-08,7.0,1.2088690177767003e-20,44.0,1.0704781244992709e-06,52.0,1.0993875004669831e-21,4.0,2.2318836796475915e-23
59,31.0,4.7265922380886166e-15,31.0,1.9779323818426356e-16,101.0,1.253974712909723e-15,95.0,2.416328788016268e-16,20.0,1.3141117911679377e-07,7.0,4.45438969836147e-21,45.0,6.464227318749559e-07,56.0,9.284406916084123e-22,4.0,7.35384363594811e-24
60,26.0,2.855205769265928e-15,33.0,1.6465256084747996e-16,107.0,9.88532791174602e-16,102.0,1.945813032121159e-16,22.0,1.8151927117673057e-07,8.0,7.384524554385257e-22,44.0,4.2283094276016703e-07,58.0,8.877152318294921e-22,9.0,2.8534248120093787e-24
61,23.0,2.3618617517176174e-15,37.0,1.5948761310135803e-16,104.0,9.600244668637211e-16,105.0,1.8295745471508209e-16,23.0,1.9430892854628146e-07,8.0,1.0331374615635835e-22,44.0,3.0036158615169186e-07,31.0,8.143228150370878e-22,14.0,1.2966184521478348e-24
62,23.0,1.7180751042329519e-15,40.0,1.5998743230363433e-16,100.0,1.1958033910473815e-15,106.0,2.2544691388872726e-16,25.0,1.3206935129687355e-07,7.0,1.8217082786131647e-23,43.0,2.237311956457716e-07,19.0,6.126137608543643e-22,21.0,5.7326110949154645e-25
63,20.0,1.3149622643705527e-15,46.0,1.4575715104639524e-16,101.0,2.4416434270653666e-15,108.0,4.018224117326635e-16,25.0,5.267302626789695e-08,7.0,5.0153491920072344e-24,44.0,1.715294990184214e-07,14.0,3.7593095941710982e-22,26.0,2.9371233186865583e-25
64,20.0,1.2061561819358165e-15,51.0,1.0884960099571216e-16,103.0,8.897531390251399e-15,110.0,9.967908709929515e-16,25.0,2.1130449880332147e-08,7.0,9.879617675353006e-25,47.0,1.3026626388927616e-07,16.0,2.709768287761609e-22,29.0,2.3679037958947656e-25
65,21.0,1.0371945247809181e-15,55.0,6.511330329483915e-17,103.0,6.11634839501804e-14,111.0,3.092125484711329e-15,25.0,1.3772771372716101e-08,7.0,2.0665970113165145e-25,49.0,9.574623156048421e-08,21.0,2.53612915310404e-22,30.0,5.040406319342906e-25
66,27.0,6.923253652131654e-16,58.0,3.4988278272538336e-17,104.0,5.897072719282643e-13,113.0,1.0388972030874477e-14,25.0,1.0843786404023872e-08,6.0,7.279423079821444e-26,50.0,7.404957010512545e-08,28.0,2.3753042246926822e-22,29.0,1.8807517786613314e-23
67,29.0,3.688198254372222e-16,61.0,1.876672662760925e-17,107.0,3.788792364839938e-12,114.0,3.559053347977271e-14,25.0,1.0075632810142122e-08,6.0,1.7801538420213626e-26,50.0,6.070425824411076e-08,25.0,2.1313703626626483e-22,26.0,1.0137617734732701e-21
68,31.0,1.9352928195079794e-16,65.0,1.0441345355779564e-17,109.0,1.4452570474021299e-11,114.0,1.0446924790890239e-13,24.0,1.0104431033628375e-08,6.0,3.329457335461115e-27,51.0,5.362896140640247e-08,26.0,1.8919837820886065e-22,24.0,4.1071711530643497e-22
69,31.0,1.16393230328951e-16,69.0,6.095861324922311e-18,112.0,1.9041760633983182e-11,113.0,2.2027548201438245e-13,25.0,1.0552693506556864e-08,6.0,6.196234948211061e-28,53.0,5.4259475827373424e-08,22.0,1.5529832811702417e-22,24.0,4.003376069326329e-22
70,29.0,8.308670356534682e-17,70.0,3.791606821091731e-18,109.0,1.4157434859770008e-11,113.0,3.448930677179665e-13,24.0,1.218886012877154e-08,7.0,1.0649441191522649e-28,53.0,5.853247857029996e-08,31.0,2.0221051173724594e-22,24.0,4.3737288612390266e-23
71,29.0,7.146307380044187e-17,71.0,2.485140597719405e-18,107.0,8.217023060664415e-12,113.0,1.0167559242468834e-12,24.0,1.7214678536681825e-08,8.0,1.8726793946183218e-29,53.0,6.77510601209067e-08,35.0,3.0841477611396637e-22,24.0,5.001922866480285e-24
72,30.0,5.916759577011525e-17,71.0,1.9272242593165445e-18,107.0,3.4361080965276114e-12,114.0,9.051391219757772e-12,24.0,3.4913342023002734e-08,9.0,3.648392112313775e-30,53.0,7.55920646713098e-08,38.0,3.6240392242002046e-22,24.0,5.89786672080768e-25
73,32.0,4.357073262154837e-17,70.0,1.642161523556541e-18,109.0,1.2012870894607349e-12,115.0,6.560735888953454e-12,25.0,5.7825645288249124e-08,12.0,9.58261012768129e-31,53.0,7.74368114212743e-08,34.0,2.212150377419569e-22,26.0,9.971817223638375e-26
74,32.0,2.568080507654538e-17,69.0,1.5664364571981245e-18,112.0,4.960980203427352e-13,116.0,3.977610205035042e-13,25.0,6.251245548964704e-08,14.0,2.7764200281822934e-31,53.0,7.681683753697495e-08,32.0,1.1746853219426421e-22,26.0,1.3113535905622267e-26
75,31.0,1.590567906035585e-17,69.0,1.6113862930066523e-18,114.0,2.3046892198374856e-13,116.0,2.661917902398683e-14,26.0,4.5778787751692584e-08,14.0,8.993914062289185e-32,54.0,7.72387741764533e-08,30.0,7.240794120930696e-23,25.0,1.7392541298201452e-27
76,30.0,1.0510326578430397e-17,68.0,1.9333549072725257e-18,115.0,1.3537027648577025e-13,117.0,4.124305805459546e-15,26.0,2.70566295506623e-08,14.0,5.560212741315697e-32,55.0,7.53538194231334e-08,29.0,5.814951931590889e-23,26.0,2.4120996514406843e-28
77,31.0,7.42373364464246e-18,69.0,2.59871631874902e-18,117.0,1.0133095653605937e-13,117.0,1.6318318268041322e-15,25.0,1.8895044261680627e-08,14.0,5.186596656710146e-32,56.0,7.148386474826478e-08,28.0,6.87122380016138e-23,26.0,3.518113630156008e-29
78,29.0,5.645813113054187e-18,68.0,3.9985866153712696e-18,119.0,1.0971563240780883e-13,117.0,8.896328531119349e-16,24.0,1.56459539301176e-08,14.0,9.476809467368694e-32,58.0,6.870218452147327e-08,26.0,1.2543130675114908e-22,27.0,5.3888812243594856e-30
79,27.0,4.788681138167296e-18,68.0,7.258287971258907e-18,120.0,1.4384517577206703e-13,116.0,5.46299572884169e-16,24.0,1.4966804398759002e-08,14.0,7.280098111012678e-31,60.0,6.433081219476333e-08,22.0,3.077160968652472e-22,29.0,9.02725842195418e-31
80,27.0,4.61362021481694e-18,68.0,1.4442784188219365e-17,121.0,1.6302843637541423e-13,116.0,3.340790888458508e-16,24.0,1.5952084175024148e-08,13.0,2.813132514568627e-31,61.0,6.102468863560532e-08,16.0,8.792312962825173e-22,28.0,1.5563123145975976e-31
81,27.0,5.1517980415669385e-18,69.0,2.816193357115383e-17,122.0,1.6021473519451317e-13,116.0,1.944730537006134e-16,23.0,1.8065235819811934e-08,13.0,1.5978764761325472e-31,63.0,5.864533343128484e-08,11.0,2.371161155629847e-21,29.0,2.858961098164766e-32
82,25.0,6.863994047670946e-18,69.0,4.162619081592878e-17,123.0,1.3395042139916672e-13,116.0,1.11122049393928e-16,23.0,2.107797820922032e-08,12.0,2.144710172119921e-31,64.0,5.9351365167377966e-08,7.0,3.53804911491746e-21,28.0,5.809731234968373e-33
83,24.0,1.124331450357616e-17,69.0,4.162407638218468e-17,122.0,9.566687392172837e-14,116.0,7.379867411707561e-17,24.0,2.431025516649009e-08,11.0,2.472691734168463e-32,65.0,6.085672919466717e-08,8.0,2.7148987201710873e-21,26.0,1.2643693694728788e-33
84,29.0,2.374764749462236e-17,70.0,2.979853957161733e-17,118.0,5.6338552190465157e-14,116.0,7.881985531487164e-17,24.0,2.965656611402186e-08,11.0,2.0577372931505774e-33,65.0,6.322358069300584e-08,26.0,8.599077324384514e-22,25.0,3.101965743296303e-34
85,33.0,6.294720720426698e-17,71.0,1.7650722732599145e-17,114.0,2.456560971028449e-14,116.0,1.2115852212482325e-16,25.0,3.5619771828239444e-08,11.0,1.8943828923007127e-34,65.0,6.925134807527776e-08,37.0,1.7011491662087757e-20,25.0,7.68372200206421e-35
86,34.0,1.9389357017497398e-14,71.0,9.5899087047589e-18,110.0,1.306208133215977e-14,115.0,2.891581121401962e-16,25.0,4.405634840252971e-08,12.0,1.4610723008496e-35,65.0,8.336327231374701e-08,43.0,1.1814517007900239e-19,25.0,1.9510374200543087e-35
87,35.0,3.3053581269095814e-13,72.0,5.083264859313496e-18,109.0,8.610058948139572e-15,115.0,9.77368444658158e-16,26.0,5.744715136784325e-08,12.0,1.2553383802584971e-36,64.0,1.0614404871638446e-07,43.0,2.945850850473475e-19,24.0,5.2878506265331486e-36
88,36.0,8.467454891027684e-14,72.0,2.71612498099291e-18,110.0,6.3371682595385226e-15,115.0,4.502212518562639e-15,25.0,7.728434303432689e-08,12.0,1.2602645173695312e-37,64.0,1.4958876141111298e-07,43.0,2.1534341726133316e-19,25.0,1.5019114137256862e-36
89,37.0,7.47468015586807e-15,72.0,1.4905855670814513e-18,110.0,4.307739627197159e-15,115.0,2.438004559230833e-14,25.0,1.1211799996298045e-07,11.0,1.9734404805497098e-38,64.0,2.3579789317682306e-07,43.0,1.422110110532548e-19,26.0,4.958826440641608e-37
90,33.0,5.891956179835124e-16,72.0,8.408417983695741e-19,108.0,2.7440992589710693e-15,114.0,9.231800598796554e-14,25.0,1.8811448316619693e-07,11.0,4.9879924913991547e-39,63.0,4.035446565101624e-07,42.0,1.5930060766311147e-19,25.0,2.4095515873112535e-37
91,29.0,4.8145914640172376e-17,70.0,5.076357472043515e-19,111.0,1.925528649785111e-15,115.0,1.6879165018320786e-13,25.0,3.6932869145311493e-07,11.0,3.87206516215043e-39,63.0,7.619959979703022e-07,35.0,1.5857001254972783e-19,24.0,1.3362314194285663e-37
92,29.0,4.053313969360919e-18,68.0,3.335141877988647e-19,113.0,1.0337208411613271e-15,114.0,1.0547112089894911e-13,27.0,7.049066003528231e-07,10.0,2.5787399842263526e-39,62.0,1.4321074447755185e-06,29.0,7.069075453318399e-20,24.0,2.8739903776573825e-37
93,28.0,3.5125097555650106e-19,65.0,2.3379143337492003e-19,114.0,5.617062693609558e-16,114.0,5.2750972150873944e-14,27.0,1.4711916719623139e-06,9.0,1.9997329736185255e-39,62.0,2.480385762884806e-06,22.0,2.9970105358823007e-20,25.0,8.026222802016553e-37
94,26.0,3.130642813448092e-20,63.0,1.6383952280865118e-19,110.0,3.606593800445687e-16,114.0,1.9951291901308885e-14,26.0,2.578744538812724e-06,8.0,4.1975739989389434e-39,62.0,3.89054740304814e-06,21.0,1.9484485689863345e-20,23.0,1.0320987657808813e-36
95,22.0,2.864971438341392e-21,61.0,1.092683293014052e-19,104.0,1.8935869142712802e-16,115.0,6.951092738828795e-15,27.0,4.748964279622877e-06,8.0,1.3040314816908323e-39,63.0,5.854039363263747e-06,22.0,1.1022050811649479e-20,22.0,1.703569120435015e-36
96,21.0,2.804723686073276e-22,59.0,7.543542530110685e-20,102.0,1.1502988344203185e-16,112.0,2.2977950695328225e-15,26.0,6.793671432486257e-06,8.0,3.054923751714396e-40,61.0,8.433245315367003e-06,18.0,7.084568885690256e-21,22.0,3.1143860433795526e-36
97,21.0,3.447912230966093e-23,57.0,5.535256223568969e-20,100.0,7.564043325286409e-17,111.0,7.451872196760121e-16,26.0,1.0020047973984517e-05,8.0,7.549662536242779e-41,60.0,1.1628898964949951e-05,15.0,2.602263919791703e-21,22.0,3.1460291017784866e-37
98,21.0,3.587805805473531e-24,54.0,4.116185589265612e-20,102.0,6.095893364120474e-17,111.0,2.3941067451155094e-16,26.0,1.5261369017671345e-05,9.0,1.7073472163742865e-41,59.0,1.5363921595480433e-05,11.0,9.68121547105084e-22,22.0,2.628894690528785e-38
