row,upper_arm_left,upper_arm_left_cp,upper_arm_right,upper_arm_right_cp,lower_arm_left,lower_arm_left_cp,lower_arm_right,lower_arm_right_cp,neck,neck_cp,trunk,trunk_cp,legs,legs_cp,wrist_left,wrist_left_cp,wrist_right,wrist_right_cp
784,50.0,4.530141979383826e-276,77.0,2.604714366047622e-228,67.0,7.561316949778074e-201,33.0,6.433455987092784e-249,5.0,3.0264233802234673e-269,21.0,3.8704856375827854e-301,37.0,3.738879432666013e-86,75.0,5.399017639912245e-160,10.0,2.8902366079022068e-154
785,57.0,4.3536169039363044e-276,79.0,3.996351183362271e-229,55.0,5.146976740741872e-201,36.0,2.6151106391855663e-249,7.0,1.7784843970489462e-269,18.0,1.930140645940728e-301,39.0,4.6123684132756235e-86,50.0,4.5574235004796103e-160,21.0,9.197502171830011e-155
786,65.0,4.608519081395592e-276,80.0,6.451955697692226e-230,45.0,3.2101552873194934e-201,39.0,1.1056095507991356e-249,8.0,1.0553348996793888e-269,18.0,9.71798055429735e-302,42.0,6.0129631542742934e-86,35.0,5.413840376266487e-160,31.0,3.8413969366396354e-155
787,71.0,4.765892473582788e-276,80.0,1.1024129410272095e-230,38.0,2.040928558592703e-201,41.0,4.697272048978673e-250,9.0,7.1193037134993e-270,17.0,6.701783113591563e-302,43.0,8.582685977152862e-86,25.0,2.6422115140506336e-160,37.0,2.830127672574291e-155
788,75.0,4.470008570903436e-276,80.0,2.12905847136941e-231,32.0,1.4389381620340933e-201,42.0,1.933353856255526e-250,9.0,4.859288537298662e-270,16.0,3.8366868505093805e-302,43.0,1.4188791987500335e-85,19.0,4.777850324453217e-161,39.0,2.169460224438737e-155
789,78.0,4.010008425539317e-276,80.0,5.2170077373402826e-232,28.0,1.0986556148215611e-201,37.0,8.750208173486558e-251,11.0,3.988797375748526e-270,13.0,2.6250039734448117e-302,42.0,2.742282111333675e-85,15.0,3.3536692993912268e-161,25.0,1.8880456970743333e-155
790,79.0,3.254843734708693e-276,79.0,1.4283603418392278e-232,25.0,8.235374199993053e-202,36.0,3.982566853188586e-251,12.0,3.3336999398604902e-270,13.0,2.3833003578055623e-302,41.0,5.753773344529176e-85,12.0,5.743690316450879e-162,24.0,1.514686180616045e-155
791,79.0,2.4220100122519556e-276,79.0,4.9446747622614295e-233,24.0,5.519542717757346e-202,34.0,1.88236608253466e-251,12.0,2.369351440940619e-270,13.0,2.5597496099568456e-302,41.0,1.387125161141178e-84,11.0,7.599947208043716e-163,16.0,1.657899827455375e-155
792,79.0,1.6897740345390098e-276,78.0,1.6969147295654283e-233,24.0,3.3843119054712787e-202,33.0,9.288439202977805e-252,12.0,1.7076453094034582e-270,13.0,2.23732784688381e-302,41.0,1.5316839481003353e-83,10.0,1.1483422678439668e-163,13.0,2.56933791957484e-155
793,79.0,1.195945721860803e-276,78.0,4.6059819609124654e-234,23.0,2.0495192884704804e-202,32.0,4.613289781885712e-252,12.0,1.0896790742271618e-270,13.0,1.3953437317801297e-302,41.0,8.220225910127573e-82,9.0,1.5579222061558854e-164,11.0,5.105189711545185e-155
794,79.0,8.250187213252085e-277,78.0,1.0872093985432465e-234,23.0,1.3460611728595793e-202,32.0,2.5219618544896963e-252,12.0,8.071059382905142e-271,13.0,8.274592162419345e-303,41.0,1.7578220313805075e-80,9.0,2.4988490968226553e-165,10.0,1.1337667955801712e-154
795,78.0,5.608440252876025e-277,78.0,2.5801270933299253e-235,23.0,9.797274682606828e-203,30.0,1.5504136450503466e-252,12.0,5.28243017946215e-271,14.0,6.989460197636427e-303,41.0,9.573485898929809e-80,9.0,5.702881979724757e-166,9.0,1.8346962507926354e-154
796,78.0,3.9988847191365936e-277,78.0,6.24904947172068e-236,24.0,6.765068730860194e-203,29.0,1.0971825020054234e-252,12.0,3.503370610341331e-271,14.0,8.915186433281742e-303,41.0,7.522520273332443e-80,9.0,1.1418577300149358e-166,12.0,1.8601134138847278e-154
797,78.0,3.083192997944276e-277,78.0,1.8010069395172773e-236,24.0,4.3543873628468034e-203,29.0,7.359311819892298e-253,12.0,2.355735187616807e-271,14.0,5.209753260852032e-302,41.0,2.6842738734052735e-80,9.0,2.5718581392010118e-167,14.0,1.0973597415599399e-154
798,78.0,2.5823234717507093e-277,78.0,5.349080425503445e-237,24.0,2.551906177864294e-203,28.0,4.415514668258272e-253,12.0,1.6070624452717642e-271,14.0,1.7959233817219795e-301,41.0,3.7839867185460643e-81,10.0,1.6994148665674103e-167,15.0,4.346798684159358e-155
799,77.0,2.3320918740010723e-277,78.0,1.4418276794469215e-237,25.0,1.5465955111436144e-203,28.0,2.5310014482507327e-253,12.0,1.2849336884289834e-271,15.0,2.111200701630382e-301,42.0,3.6182063342028214e-82,10.0,9.288023800275038e-167,16.0,1.6153602757072897e-155
800,77.0,2.362404480250919e-277,78.0,4.004744285157253e-238,25.0,1.1435245111751581e-203,27.0,1.3267781739867342e-253,12.0,9.055047428603738e-272,15.0,2.6182044325484478e-301,43.0,3.0824818686096455e-83,11.0,4.779718477221281e-166,15.0,1.5251232000808396e-155
801,77.0,2.7340191526755875e-277,78.0,1.1532825856346159e-238,27.0,1.0989103076166221e-203,30.0,7.007339506527315e-254,11.0,6.491961741978282e-272,15.0,5.275608392290189e-301,44.0,2.453592182271644e-84,11.0,1.0472958760654913e-165,12.0,2.7910276821682526e-154
802,77.0,3.732683764707276e-277,78.0,3.2813917434850083e-239,28.0,1.814565086713718e-203,31.0,3.7291461649736284e-254,11.0,4.7410054231895384e-272,15.0,9.267427664472477e-301,45.0,2.1633655082240538e-85,14.0,1.1964378938840517e-165,12.0,4.744109699536692e-152
803,76.0,1.1113035926371334e-276,78.0,9.026775934438138e-240,29.0,6.169810993643634e-203,31.0,1.9999628818133367e-254,9.0,3.5320329933321295e-272,16.0,1.4058212619428351e-300,47.0,1.940726485937212e-86,16.0,7.916513184857242e-166,13.0,2.0459718148806457e-152
804,76.0,2.272657894966367e-274,78.0,2.618205505993622e-240,30.0,2.675000499911501e-202,31.0,1.081058394696011e-254,8.0,2.3823152172478937e-272,16.0,3.15915808977396e-300,48.0,1.7716506684057453e-87,17.0,4.8196738292446946e-166,14.0,5.536050357032123e-153
805,76.0,5.0989733457667195e-273,79.0,8.073401890723991e-241,30.0,9.748635857612656e-202,31.0,6.184286869729692e-255,7.0,1.499006738728017e-272,16.0,3.238347851378466e-300,49.0,1.861994797153669e-88,19.0,1.894090243537478e-166,14.0,1.346188851375643e-153
806,76.0,3.6958885102807177e-273,79.0,2.8888705668132706e-241,30.0,2.263584668218274e-201,31.0,3.994757190589517e-255,6.0,8.896834157033763e-273,16.0,9.734952867823108e-301,50.0,1.9893676173391903e-89,19.0,1.0709658144815913e-166,14.0,4.010843882166841e-154
807,76.0,7.04844481119285e-274,78.0,1.3548423850509687e-241,31.0,3.727422220163426e-201,33.0,2.6118532297107185e-255,7.0,5.457938220553773e-273,16.0,3.0937918242181555e-301,50.0,2.16112917400899e-90,17.0,9.175579840230316e-167,14.0,1.2916479642074179e-154
808,76.0,1.2085555616741226e-274,78.0,8.913836556665754e-242,31.0,4.836301466606085e-201,36.0,1.7291284795843253e-255,7.0,3.4321558670207994e-273,16.0,9.432705284761962e-302,51.0,2.111510743487761e-91,15.0,7.337441808277389e-167,14.0,6.976080460317283e-155
809,76.0,2.0964592713900013e-275,79.0,7.428502799318196e-242,30.0,7.681938326852112e-201,32.0,1.090637282211037e-255,8.0,2.5701177028854853e-273,14.0,3.586052551361764e-302,52.0,2.780195215963597e-92,14.0,3.44130683707198e-167,16.0,9.161288971627832e-155
810,76.0,3.6803317223800815e-276,78.0,7.16145351688898e-242,29.0,1.258748373897694e-200,30.0,6.570622229739129e-256,9.0,1.7159120881693224e-273,14.0,2.782368065464532e-302,53.0,3.7210774321342523e-93,14.0,1.3355832288276636e-167,21.0,1.937169341160094e-154
811,76.0,6.025128655124806e-277,77.0,7.037627872902574e-242,29.0,1.6108144315322858e-200,32.0,3.611560936829472e-256,10.0,1.1256132781108545e-273,15.0,3.7986790790294266e-302,53.0,4.321660580858711e-94,13.0,5.22166300658352e-168,15.0,4.664553849283472e-154
812,77.0,1.0830664815691818e-277,76.0,6.034465735657019e-242,28.0,1.6354111936216355e-200,34.0,1.776087687560305e-256,11.0,7.535997872329507e-274,12.0,2.1830512770254972e-302,53.0,5.1098479022432784e-95,14.0,2.410668371652696e-168,10.0,1.242155785718704e-153
813,78.0,2.6916271771067688e-278,75.0,4.173391749512327e-242,28.0,1.256826584626858e-200,36.0,7.814003325993825e-257,11.0,5.056817362612434e-274,11.0,1.1694060608816763e-302,54.0,8.693546319670634e-96,18.0,2.098920124342125e-168,6.0,2.965632258654549e-153
814,78.0,5.689619205890223e-279,74.0,2.5305329454769603e-242,27.0,9.130940934069298e-201,37.0,3.787130777689726e-257,11.0,3.5229043118160035e-274,11.0,4.412372596782848e-303,54.0,1.5055033975210496e-96,17.0,1.742591903715909e-168,8.0,5.360699773007311e-153
815,78.0,9.743708328342873e-280,75.0,1.509356187091714e-242,26.0,7.139784853834517e-201,33.0,2.522807883492404e-257,12.0,2.636266838566865e-274,9.0,3.3165884312132596e-303,56.0,2.1931768143115736e-97,17.0,1.041969065572715e-168,17.0,4.92004346027865e-153
816,78.0,1.8614111184564148e-280,75.0,9.196367747551066e-243,26.0,5.6344635253186084e-201,33.0,3.5464392562776675e-257,12.0,2.220807657633561e-274,9.0,1.6860949262499697e-303,58.0,2.4373753429310296e-98,17.0,5.293686541067447e-169,18.0,2.8540635498061723e-153
817,78.0,4.9704820681885133e-281,74.0,5.686746572091366e-243,26.0,4.8133672806319976e-201,34.0,5.858902688917583e-257,13.0,1.791766734341314e-274,9.0,7.551662900514414e-304,59.0,2.5061416007789165e-99,15.0,2.769855843472656e-169,17.0,1.1397718849257078e-153
818,77.0,1.3486897215682674e-281,73.0,3.704598487749113e-243,25.0,4.476310424487909e-201,36.0,8.261354144563666e-257,13.0,1.5026648266085282e-274,9.0,3.4829084972580912e-304,60.0,2.6370785187703834e-100,15.0,1.537024681215105e-169,16.0,5.4841211338378233e-154
819,77.0,3.062157030600463e-282,72.0,2.547469243876113e-243,25.0,4.216969937276536e-201,37.0,8.195538942912235e-257,12.0,1.2032760923068142e-274,10.0,2.024355414934607e-304,62.0,2.8409099989998713e-101,15.0,8.964543269349529e-170,16.0,3.2306395753408324e-154
820,77.0,7.031998950571332e-283,73.0,1.9311601882208458e-243,26.0,4.026255243345672e-201,32.0,7.644287368656107e-257,11.0,1.091461194460345e-274,11.0,1.0041446789064097e-304,64.0,3.134759656452352e-102,16.0,5.4456328719136375e-170,30.0,2.7732279619605414e-154
821,76.0,1.634040393758734e-283,73.0,1.6151364232637147e-243,26.0,3.898079124378324e-201,33.0,6.1700077728063296e-257,12.0,1.2001309639640853e-274,10.0,4.086376952113137e-305,63.0,3.544627510606661e-103,14.0,3.598226207115028e-170,28.0,4.6978282470963706e-154
822,76.0,3.292226948290714e-284,72.0,1.7195818703595208e-243,26.0,3.8290712178050785e-201,35.0,3.1032939160959357e-257,13.0,1.4671340227867171e-274,10.0,2.201509911876984e-305,64.0,4.501900858396871e-104,13.0,2.5956580789714264e-170,26.0,1.1117012595514519e-153
823,76.0,6.001004366860409e-285,71.0,2.428206560492095e-243,27.0,3.528195954435143e-201,37.0,1.320761889361858e-257,13.0,2.6539955067167583e-274,9.0,2.498803975183386e-305,65.0,7.538234570470048e-105,13.0,1.9236354426690907e-170,24.0,7.953297657701834e-153
824,76.0,1.104437888672192e-285,70.0,3.6804450353132843e-243,27.0,3.052647688496411e-201,38.0,6.422262871491519e-258,13.0,6.668225789049182e-274,9.0,3.177399343835577e-305,65.0,1.8230862394423125e-105,14.0,1.3734810707989955e-170,24.0,4.738747680966198e-152
825,76.0,2.0526615250221882e-286,72.0,4.6661321874818375e-243,27.0,2.673890748958753e-201,33.0,3.270855595675305e-258,13.0,1.7380129405869369e-273,9.0,1.8498366145912946e-305,65.0,4.519839310734278e-106,15.0,8.577466094277626e-171,26.0,9.431664977687339e-152
826,77.0,3.8532814874599645e-287,73.0,4.554038181192587e-243,25.0,2.565262601283892e-201,34.0,1.51932088952801e-258,11.0,4.366116451252799e-273,8.0,7.076329858524534e-306,66.0,1.1503959962285937e-106,16.0,4.87740702365499e-171,22.0,5.846750274587793e-152
827,78.0,7.307409538769702e-288,73.0,3.579687702076221e-243,24.0,2.4989202268205166e-201,35.0,6.66045724812925e-259,9.0,6.186952053987448e-273,10.0,2.807396070282693e-306,68.0,3.0110979719894616e-107,17.0,2.738774307936481e-171,17.0,1.1086343320748808e-152
828,77.0,1.4002352034357771e-288,73.0,2.6447387433615834e-243,23.0,2.4734682134712352e-201,32.0,2.9177242716737786e-259,7.0,7.0526277701816994e-273,11.0,1.1555699294670282e-306,68.0,8.121797057228298e-108,18.0,1.5600362837795904e-171,11.0,2.5685039402466e-153
829,78.0,2.541821255649933e-289,74.0,1.8766885072336124e-243,23.0,2.489550054676804e-201,30.0,1.2831906666009511e-259,5.0,7.561105592616135e-273,12.0,4.935654869224828e-307,68.0,2.8140023759800484e-108,17.0,9.017277462410819e-172,10.0,6.848485211087587e-154
830,80.0,4.6717353314917304e-290,76.0,1.309019796567951e-243,24.0,2.3464541907756953e-201,29.0,5.685833252158797e-260,9.0,9.962082292742091e-273,10.0,2.1875203333015235e-307,66.0,8.156441959119094e-109,22.0,5.291103910737302e-172,12.0,1.8946312718214092e-154
831,81.0,8.696693409119098e-291,77.0,9.166513674159202e-244,25.0,2.0724313051361433e-201,28.0,2.5386063593239815e-260,12.0,1.2148903111735954e-272,10.0,1.0618484307855199e-307,64.0,2.4629460018243754e-109,26.0,3.2379061359713366e-172,13.0,5.714029056755021e-155
832,117.0,1.6403389897691293e-291,109.0,7.042955687879106e-244,33.0,1.856768123170268e-201,31.0,1.1421912479455249e-260,7.0,1.8205882701072092e-272,54.0,6.30211033891999e-308,61.0,6.288261948344029e-110,14.0,2.0134111547802874e-172,14.0,1.7139953971430849e-155
833,117.0,3.1360663006490856e-292,107.0,7.19627667144026e-244,39.0,1.559770717851419e-201,35.0,5.195795113289908e-261,9.0,3.071470120633957e-272,73.0,4.133427165994175e-308,59.0,1.373573383133866e-110,11.0,1.2728637262930897e-172,13.0,4.999736789526254e-156
834,100.0,5.953550469388452e-293,94.0,1.3049195070812512e-243,49.0,1.328112751607667e-201,40.0,2.3821899546342073e-261,11.0,5.557747163601742e-272,74.0,2.984441939809363e-308,60.0,3.1246431427989335e-111,18.0,7.96881283049341e-173,11.0,1.5256477422974632e-156
835,79.0,1.1499704967075373e-293,76.0,4.107983450749693e-243,62.0,1.1468680564058224e-201,48.0,1.1009288291174136e-261,13.0,1.0579342093393701e-271,63.0,2.363329158587623e-308,61.0,7.437328994304383e-112,17.0,5.218140282088607e-173,14.0,5.180752312758265e-157
836,65.0,2.2996203616052285e-294,63.0,1.6036225361215125e-242,70.0,9.28937312574593e-202,54.0,5.129196574080464e-262,11.0,2.105857167165114e-271,54.0,2.0521537898850387e-308,63.0,1.5397577914478179e-112,18.0,3.4838014262530726e-173,16.0,2.0390134305970953e-157
837,56.0,4.669493831107138e-295,58.0,5.888657678239742e-242,77.0,7.067262954187433e-202,59.0,2.401589851292381e-262,9.0,2.0318050425018793e-271,52.0,1.9657963693153055e-308,66.0,3.356025043925029e-113,20.0,2.376256785862429e-173,20.0,9.395530547838178e-158
838,51.0,9.631936106469731e-296,57.0,1.9186512610770572e-241,82.0,5.058764596512079e-202,61.0,1.1346503831814314e-262,8.0,1.9957884735306524e-271,52.0,2.1087436398513157e-308,68.0,6.469272026890704e-114,22.0,1.6616550275896014e-173,23.0,5.02147488316382e-158
839,28.0,2.0191850518096366e-296,39.0,4.076034851984411e-241,82.0,3.413743755703722e-202,71.0,5.43082621792199e-263,9.0,1.9970754827910688e-271,36.0,4.222554756978743e-308,65.0,9.570726794392067e-115,16.0,1.2360695261617662e-173,23.0,3.055753143095749e-158
840,23.0,4.25113488609461e-297,29.0,7.248855819161534e-241,80.0,2.176660509151034e-202,75.0,2.6437127380706914e-263,6.0,2.037109182843819e-271,19.0,6.896316430262632e-308,68.0,1.163545427538972e-115,11.0,9.607048187702444e-174,15.0,2.0473549493674423e-158
841,19.0,1.0502243318774295e-297,26.0,1.3835843389614598e-240,82.0,1.2370233028705912e-202,79.0,1.314003479093381e-263,5.0,1.1326865795069294e-271,13.0,1.5881004547364132e-307,70.0,1.5619088331054722e-116,13.0,8.59005039015109e-174,11.0,1.4821077726542017e-158
842,19.0,2.974025876768659e-298,25.0,2.4916199294980006e-240,81.0,6.697349483508909e-203,82.0,6.977736097207997e-264,8.0,1.1927869191063458e-271,11.0,6.900840498151849e-307,68.0,4.4544890242970535e-117,22.0,8.978637939539574e-174,9.0,1.121522921232166e-158
843,17.0,8.733503184919175e-299,27.0,3.2677881783216114e-240,79.0,3.4648963957258125e-203,83.0,3.9583395796365866e-264,8.0,2.925809570694211e-271,12.0,3.3399692557525807e-306,64.0,3.2526393142584524e-117,20.0,1.2357880200361798e-173,10.0,9.00843145389641e-159
844,15.0,2.188007554135233e-299,28.0,2.9101927645104946e-240,80.0,1.637291929929596e-203,84.0,2.437437461184842e-264,11.0,7.595964899030486e-271,14.0,1.1625740347555138e-306,59.0,3.1716802944267445e-117,21.0,2.5725603527226805e-173,11.0,8.03416779625345e-159
845,13.0,5.635900403540457e-300,29.0,2.1175891779212398e-240,84.0,7.808772042403647e-204,85.0,1.8330023496598967e-264,12.0,8.774934006497519e-271,15.0,2.9755610768909313e-307,55.0,3.183188186419555e-117,22.0,8.49084433213739e-173,11.0,9.168822248947246e-159
846,11.0,1.6271696294492977e-300,23.0,1.632945871572636e-240,80.0,3.593303794507136e-204,88.0,1.6914482618852987e-264,12.0,5.225178616693446e-271,7.0,6.795158587314125e-308,52.0,2.925640752572278e-117,37.0,3.206374079169473e-172,5.0,1.2905380781983371e-158
847,16.0,4.43039005573213e-301,22.0,1.8508514305090713e-240,78.0,1.669515817806756e-204,92.0,1.7376842738211807e-264,12.0,3.146382471900422e-271,4.0,1.6770490331149334e-308,48.0,2.6012865119231158e-117,46.0,7.183918585935165e-172,2.0,1.78278231940922e-158
848,19.0,1.519524233059176e-301,23.0,2.0944182850448368e-240,79.0,8.193975396519507e-205,95.0,1.511749029089837e-264,12.0,1.930922975346138e-271,4.0,4.74493064989691e-309,45.0,2.011385123875241e-117,53.0,7.73001729473868e-172,7.0,3.8370674412387e-158
849,18.0,7.343173694225646e-302,25.0,1.1232284304935292e-240,79.0,4.481285556410633e-205,98.0,1.2719560399009647e-264,13.0,7.287627768077206e-272,6.0,1.40871567700377e-309,42.0,1.5074647345478357e-117,57.0,5.077591643654088e-172,9.0,3.563017409146574e-157
850,17.0,3.162206179849949e-302,28.0,3.181055126683616e-241,81.0,2.7620129953166494e-205,100.0,1.034464685455601e-264,13.0,1.68436028516091e-272,8.0,4.4069412777482e-310,39.0,1.062221430641338e-117,60.0,2.093746870352096e-172,9.0,5.223504365129217e-156
851,17.0,1.0713736931794298e-302,28.0,1.2902784080333165e-241,82.0,1.9416169302510304e-205,100.0,8.647072349277466e-265,14.0,3.916409455053706e-273,7.0,1.8933651190828e-310,36.0,7.539983881364421e-118,61.0,8.76514560443449e-173,7.0,1.0542323839353289e-155
852,18.0,3.07132871046397e-303,29.0,9.128229614726478e-242,83.0,1.4742919007766695e-205,100.0,7.443758886008017e-265,16.0,9.158132709870759e-274,7.0,8.8266965570584e-311,34.0,5.394667308231704e-118,60.0,3.981993419918689e-173,5.0,1.5937961378430917e-155
853,19.0,8.072918068540541e-304,31.0,8.928685568420726e-242,86.0,1.0626967572497568e-205,100.0,6.614044245699121e-265,17.0,2.153236848650126e-274,9.0,4.5923905381815e-311,33.0,3.6941977931879666e-118,55.0,1.8408921697489614e-173,8.0,2.5940766061327177e-155
854,20.0,2.1152161607309867e-304,33.0,9.225633810075836e-242,88.0,7.282944427496408e-206,100.0,6.081685099187973e-265,16.0,5.089614091541446e-275,10.0,2.8417781917496e-311,33.0,2.50394701213374e-118,47.0,9.262026163224307e-174,12.0,3.767268142691985e-155
855,24.0,5.630186548346781e-305,35.0,9.470995535734469e-242,88.0,4.75373952142617e-206,100.0,6.261602964310218e-265,17.0,1.2593978540871783e-275,10.0,1.3536831424307e-311,33.0,1.6786584283244687e-118,37.0,4.774611147914195e-174,18.0,5.947353235328685e-155
856,28.0,1.6066163657694208e-305,38.0,9.483794520306002e-242,85.0,2.3994928763431684e-206,99.0,7.355312501768644e-265,17.0,3.1430688872694937e-276,9.0,5.116214236463e-312,35.0,1.1332971089701843e-118,31.0,2.8710245632320903e-174,17.0,3.0661171933796716e-155
857,31.0,4.9209411974887956e-306,41.0,7.36364898870376e-242,79.0,9.614019146844845e-207,97.0,1.0102707233243694e-264,16.0,7.90186891995364e-277,8.0,1.76419283446e-312,37.0,7.935914359390376e-119,25.0,2.0108072319199793e-174,23.0,4.5126286064264496e-156
858,33.0,1.449859168434677e-306,43.0,5.437997487376265e-242,78.0,3.3316379556134585e-207,95.0,1.509154617176562e-264,16.0,1.9038727996709994e-277,8.0,6.8033184555e-313,39.0,5.854025772174506e-119,23.0,1.7309794426003046e-174,25.0,6.792603096203437e-157
859,35.0,4.118164441629531e-307,45.0,3.4893923064451135e-242,76.0,1.1502110214553026e-207,94.0,2.230717170509217e-264,16.0,4.839538714700106e-278,10.0,4.69620456343e-313,41.0,4.638739409866641e-119,16.0,1.8256041606449176e-174,27.0,3.135756965853291e-157
860,36.0,1.2617628734679426e-307,45.0,2.128067665318441e-242,75.0,4.103648858239497e-208,93.0,2.4088555749379133e-264,16.0,1.176623796265216e-278,10.0,3.903408012704e-312,42.0,3.8468425334979027e-119,13.0,2.1136504323807897e-174,28.0,1.834472310669617e-157
861,36.0,4.18320247312749e-308,44.0,1.039120494546724e-242,74.0,1.5494694127520605e-208,92.0,1.949712360240404e-264,15.0,2.8743774589671273e-279,10.0,8.7292978853896e-311,43.0,3.535830873046841e-119,11.0,3.0507230513500183e-174,29.0,2.9629655449163274e-158
862,33.0,1.531779725046029e-308,43.0,4.5792766699817467e-243,74.0,6.080600626420142e-209,93.0,1.0634620612896266e-264,15.0,7.055592509784283e-280,9.0,2.54836262751384e-310,45.0,3.2675212789553395e-119,14.0,7.365897615467153e-174,30.0,9.303678066569362e-160
863,31.0,6.33646443272903e-309,43.0,2.1068228749062811e-243,76.0,2.5546066453299394e-209,95.0,4.7655980706212156e-265,15.0,1.7402907058570772e-280,9.0,3.66622345885666e-310,46.0,2.878400004523869e-119,15.0,4.5329574799837424e-173,30.0,1.1216534643315662e-161
864,28.0,2.29554811245265e-309,43.0,1.008451752570371e-243,78.0,9.863511868005548e-210,97.0,2.2002703540757243e-265,15.0,4.313595613290418e-281,9.0,3.87523994906987e-310,47.0,2.547191555702833e-119,14.0,3.929440512971554e-172,29.0,1.8731134161355732e-163
865,26.0,8.5755088663281e-310,43.0,5.27920292218785e-244,81.0,3.870254522026217e-210,99.0,1.0317207152137049e-265,17.0,1.1274484062404007e-281,7.0,2.2459515854207e-310,47.0,2.1580986421806158e-119,15.0,1.8061223459670344e-171,23.0,4.978962650096617e-165
866,25.0,3.30779975736297e-310,43.0,3.121149918799841e-244,84.0,1.543953591109939e-210,101.0,5.933525478169198e-266,19.0,2.820562221080108e-282,6.0,1.3301232066452e-310,46.0,1.9271327689868437e-119,16.0,4.0884977050609263e-171,19.0,3.3373346495681274e-166
867,24.0,1.319516833687e-310,45.0,2.1576262335030065e-244,87.0,6.40060804467488e-211,102.0,3.4804759967501295e-266,22.0,7.450642202766055e-283,7.0,6.185298512222e-311,45.0,1.7290002741890585e-119,16.0,4.711180761764551e-171,20.0,2.688505856474935e-167
868,23.0,5.92974205917e-311,48.0,2.008149126291931e-244,91.0,2.7619316184025228e-211,103.0,1.9309155294374165e-266,24.0,1.9802803931489145e-283,7.0,2.9280369404306e-311,45.0,1.558667566228017e-119,12.0,8.291976848292821e-172,18.0,1.6418198121076297e-168
869,22.0,2.3712715842016e-311,50.0,1.3500029003838695e-244,94.0,1.1854172082473836e-211,104.0,1.1343028257720246e-266,25.0,5.0230691355329613e-284,8.0,1.127704247417e-311,44.0,1.4119760349601661e-119,11.0,7.927484102042378e-173,17.0,1.4015063569281233e-169
870,21.0,9.260038312974e-312,51.0,7.612185870654464e-245,97.0,5.181493651050365e-212,104.0,6.815502242906352e-267,26.0,1.3494540254847307e-284,8.0,3.674383537163e-312,45.0,1.2249878223406438e-119,12.0,7.855901991191437e-174,16.0,9.10169256708533e-171
871,19.0,3.75156189e-312,52.0,4.148831123631615e-245,98.0,2.3079333157714072e-212,104.0,4.0407523374413635e-267,28.0,3.648196817271532e-285,9.0,1.05370935832e-312,45.0,1.0687462920746632e-119,17.0,8.075533995084672e-175,16.0,3.93848012753604e-172
872,17.0,1.581536665666e-312,53.0,2.2007238073305805e-245,98.0,1.0482304204722605e-212,104.0,2.3733879304014604e-267,28.0,9.926373799459672e-286,9.0,3.07592897375e-313,46.0,8.991866100605705e-120,20.0,8.618551945393854e-176,17.0,1.1620575549827723e-173
873,16.0,6.6127490054e-313,54.0,1.1441429711325892e-245,98.0,4.8580316932702465e-213,103.0,1.3866140385545753e-267,28.0,3.3856142550864313e-286,9.0,8.213032694e-314,46.0,7.353945250542264e-120,23.0,9.558889193211622e-177,18.0,1.8424322048436943e-175
874,14.0,2.89327353955e-313,55.0,6.055840165717915e-246,97.0,2.2991425170041835e-213,103.0,8.089048293362346e-268,28.0,1.169271145289239e-286,10.0,2.079334864e-314,47.0,6.090410482045344e-120,23.0,1.1029857620471387e-177,19.0,2.736155293664804e-177
875,12.0,1.2749262557e-313,55.0,3.0873351802416086e-246,97.0,1.112078051356332e-213,103.0,4.728807802274808e-268,27.0,3.2496365169160135e-287,11.0,5.17680381e-315,46.0,4.97923256290303e-120,24.0,1.3257706082044524e-178,20.0,3.0173257557727134e-179
876,10.0,5.7224374076e-314,56.0,1.6448119951905866e-246,96.0,5.50254140553828e-214,102.0,2.843542861867158e-268,27.0,1.1456356584191992e-287,11.0,1.32091006e-315,45.0,4.085181197461754e-120,27.0,1.662378738959953e-179,17.0,3.6218648155812533e-181
877,8.0,2.714794144e-314,55.0,8.939799982554841e-247,95.0,2.787922930084995e-214,101.0,1.7608940497778917e-268,27.0,4.092886999650976e-288,11.0,3.4582077e-316,43.0,3.43786976180847e-120,29.0,2.178107203737591e-180,17.0,5.300220567466571e-183
878,6.0,1.3670814726e-314,55.0,4.961425328048743e-247,95.0,1.4479607679033558e-214,100.0,1.1539773721360872e-268,28.0,1.4822886254571506e-288,11.0,9.301691e-317,41.0,3.067714867580337e-120,28.0,2.987863875033571e-181,17.0,9.382076146444116e-185
879,5.0,7.331869225e-315,56.0,2.7445061649563872e-247,95.0,7.717935527689947e-215,100.0,7.808654252135001e-269,28.0,5.44377069947605e-289,11.0,2.5921436e-317,40.0,2.9256589466514766e-120,27.0,4.301003909116851e-182,17.0,1.9948833497406838e-186
880,4.0,4.196843637e-315,56.0,1.5226241143063317e-247,95.0,4.227323740040794e-215,100.0,5.4598974906351713e-269,30.0,1.5722248113006217e-289,10.0,7.418075e-318,40.0,3.05759766918569e-120,24.0,6.5147021676572985e-183,19.0,5.6397549208218873e-188
881,3.0,2.475569806e-315,57.0,8.369398501458252e-248,94.0,2.3366407163348726e-215,100.0,3.946891934316399e-269,30.0,4.572670827068423e-290,11.0,2.22274e-318,38.0,3.5434517217680256e-120,30.0,1.1101055009556843e-183,21.0,2.102287799436988e-189
